,tweet,text_clean,text_preprocessed
1333,Program dia tuh terlalu muluk muluk menurutku. Dia kayak gak paham kalau indonesia yang seluas ini punya keadaan yang sangat beragam. Dipikirnya satu indonesia kayak ibukota semua.,program dia tuh terlalu muluk muluk menurutku dia kayak enggak paham kalau indonesia yang seluas ini punya keadaan yang sangat beragam dipikirnya satu indonesia kayak ibukota semua,"['program', 'dia', 'tuh', 'terlalu', 'muluk', 'muluk', 'menurutku', 'dia', 'kayak', 'enggak', 'paham', 'kalau', 'indonesia', 'yang', 'seluas', 'ini', 'punya', 'keadaan', 'yang', 'sangat', 'beragam', 'dipikirnya', 'satu', 'indonesia', 'kayak', 'ibukota', 'semua']"
1334,"Versi Ibukota provinsi:

City I dislike: Banda Aceh
Cities I think is overrated: Bandung
Cities I like: Surabaya, Semarang, yogyakarta
City I love: Jakarta
City I would like to live in: Denpasar 
Cities I want to visit: Medan, Padang, Makassar, Ambon, Jayapura",versi ibukota provinsi city i dislike banda aceh cities i think is overrated bandung cities i like surabaya semarang yogyakarta city i love jakarta city i would like tapi live ini denpasar cities i want tapi visit medan padang makassar ambon jayapura,"['versi', 'ibukota', 'provinsi', 'city', 'i', 'dislike', 'banda', 'aceh', 'cities', 'i', 'think', 'is', 'overrated', 'bandung', 'cities', 'i', 'like', 'surabaya', 'semarang', 'yogyakarta', 'city', 'i', 'love', 'jakarta', 'city', 'i', 'would', 'like', 'tapi', 'live', 'ini', 'denpasar', 'cities', 'i', 'want', 'tapi', 'visit', 'medan', 'padang', 'makassar', 'ambon', 'jayapura']"
1335,"MULTI FR24 CIRCLING ALERT : At time Fri Jan 13 10:47:13 2023 #BTK6885 was likely to be circling at FL91  
 near Daerah Khusus Ibukota Jakarta, Indonesia #AvGeek #ADSB https://t.co/JssjPc0Z7d https://t.co/hgq0c0HuVY",multi fr circling ale at time fri jangan was likely tapi be circling at fl near daerah khusus ibukota jakarta indonesia,"['multi', 'fr', 'circling', 'ale', 'at', 'time', 'fri', 'jangan', 'was', 'likely', 'tapi', 'be', 'circling', 'at', 'fl', 'near', 'daerah', 'khusus', 'ibukota', 'jakarta', 'indonesia']"
1336,Juga pernah sebagai ibukota Provinsi Soenda Ketjil.,juga pernah sebagai ibukota provinsi soenda ketjil,"['juga', 'pernah', 'sebagai', 'ibukota', 'provinsi', 'soenda', 'ketjil']"
1337,"ᅠ
ᅠ
Yoy
Bukan anak orang kaya, bukan juga anak seorang superstar apalagi pejabat. Tidak punya kedudukan tinggi, hanya gadis desa yang sedang mengadu nasib di Ibukota. Bolehkah kita berteman?
 ᅠ
ᅠ
ᅠ https://t.co/SizQ4z2iNJ",ᅠ ᅠ yoy bukan anak orang kayak bukan juga anak seorang superstar apalagi pejabat tidak punya kedudukan tinggi hanya gadis desa yang sedang mengadu nasib di ibukota bolehkah kita berteman ᅠ ᅠ ᅠ,"['ᅠ', 'ᅠ', 'yoy', 'bukan', 'anak', 'orang', 'kayak', 'bukan', 'juga', 'anak', 'seorang', 'superstar', 'apalagi', 'pejabat', 'tidak', 'punya', 'kedudukan', 'tinggi', 'hanya', 'gadis', 'desa', 'yang', 'sedang', 'mengadu', 'nasib', 'di', 'ibukota', 'bolehkah', 'kita', 'berteman', 'ᅠ', 'ᅠ', 'ᅠ']"
1338,"ᅠ
ᅠ
Bukan anak O rang kaya, bukan juga anak seorang superstar apalagi pejabat. Tidak punya kedudukan tinggi, hanya gadis desa yang sedang mengadu nasib di Ibukota. Bolehkah kita berteman?
 ᅠ
ᅠ
ᅠ https://t.co/rEqFr2UhPJ",ᅠ ᅠ bukan anak o rang kayak bukan juga anak seorang superstar apalagi pejabat tidak punya kedudukan tinggi hanya gadis desa yang sedang mengadu nasib di ibukota bolehkah kita berteman ᅠ ᅠ ᅠ,"['ᅠ', 'ᅠ', 'bukan', 'anak', 'o', 'rang', 'kayak', 'bukan', 'juga', 'anak', 'seorang', 'superstar', 'apalagi', 'pejabat', 'tidak', 'punya', 'kedudukan', 'tinggi', 'hanya', 'gadis', 'desa', 'yang', 'sedang', 'mengadu', 'nasib', 'di', 'ibukota', 'bolehkah', 'kita', 'berteman', 'ᅠ', 'ᅠ', 'ᅠ']"
1339,@XiaomiIndonesia Langit senja ibukota https://t.co/2QJAc9jSVJ,langit senja ibukota,"['langit', 'senja', 'ibukota']"
1340,"Di pertengahan menuju 2014, terjadi pesta demokrasi di Ibukota DKI Jakarta, pemilihan Gubernur akan dilaksanakan pada tahun 2012. #RelaBerkorban",di pertengahan menuju terjadi pesta demokrasi di ibukota dki jakarta pemilihan gubernur akan dilaksanakan pada tahun,"['di', 'pertengahan', 'menuju', 'terjadi', 'pesta', 'demokrasi', 'di', 'ibukota', 'dki', 'jakarta', 'pemilihan', 'gubernur', 'akan', 'dilaksanakan', 'pada', 'tahun']"
1341,"@wayyuenw Vibe ibukota bgt, kayak di tipi tipi.",vibe ibukota banget kayak di tipi tipi,"['vibe', 'ibukota', 'banget', 'kayak', 'di', 'tipi', 'tipi']"
1342,@mistyblessed sei jamet ibukota.,sei jamet ibukota,"['sei', 'jamet', 'ibukota']"
1343,"@BisKota_ SDM sampah kualitas rendahan ya begini. 

Maaf kalo ucapan gw terkesan jahat, tapi SDM-SDM seperti ini yang kualitasnya terlalu rendah mending di blacklist dri ibukota atau kawasan masyarakat lainnya, diasingkan saja ke tempat lain yang jauh dri populasi manusia lain.",sdm sampah kualitas rendahan ya begini maaf kalo ucapan gue terkesan jahat tapi sdmsdm seperti ini yang kualitasnya terlalu rendah mending di blacklist dari ibukota atau kawasan masyarakat lainnya diasingkan saja ke tempat lain yang jauh dari populasi manusia lain,"['sdm', 'sampah', 'kualitas', 'rendahan', 'ya', 'begini', 'maaf', 'kalo', 'ucapan', 'gue', 'terkesan', 'jahat', 'tapi', 'sdmsdm', 'seperti', 'ini', 'yang', 'kualitasnya', 'terlalu', 'rendah', 'mending', 'di', 'blacklist', 'dari', 'ibukota', 'atau', 'kawasan', 'masyarakat', 'lainnya', 'diasingkan', 'saja', 'ke', 'tempat', 'lain', 'yang', 'jauh', 'dari', 'populasi', 'manusia', 'lain']"
1344,"@sir_willsant Gue nikah di ibukota Coy, ngundang Lu juga yakin pasti ga bakalan bisa datang 😅🤪 semogalah kita bisa kumpul di kondangannya Mr. Feather 😉",willsant gue nikah di ibukota coy ngundang lu juga yakin pasti enggak bakalan bisa datang 😅🤪 semogalah kita bisa kumpul di kondangannya mr feather 😉,"['willsant', 'gue', 'nikah', 'di', 'ibukota', 'coy', 'ngundang', 'lu', 'juga', 'yakin', 'pasti', 'enggak', 'bakalan', 'bisa', 'datang', '!grinning_face_with_sweat!!zany_face!', 'semogalah', 'kita', 'bisa', 'kumpul', 'di', 'kondangannya', 'mr', 'feather', '!winking_face!']"
1345,"@icit_ Iya, 😅 wfa atau wfs jg, kalo ditaro di kantor yg jauh dari mana2 ya gimana, kalo di ibukota aja sih ya pasti seneng 😅",iya 😅 wfa atau wfs juga kalo ditaro di kantor yang jauh dari mana ya bagaimana kalo di ibukota saja sih ya pasti senang 😅,"['iya', '!grinning_face_with_sweat!', 'wfa', 'atau', 'wfs', 'juga', 'kalo', 'ditaro', 'di', 'kantor', 'yang', 'jauh', 'dari', 'mana', 'ya', 'bagaimana', 'kalo', 'di', 'ibukota', 'saja', 'sih', 'ya', 'pasti', 'senang', '!grinning_face_with_sweat!']"
1346,"Akta kepemilikan dan buku bank milik putri dan putra Min Aung Hlaing ditemukan di rumah Tun Min Latt, 53, ketika dia ditangkap di ibukota Thailand September lalu bersama dengan tiga warga negara Thailand atas tuduhan konspirasi untuk perdagangan narkoba dan pencucian uang. (2)",akta kepemilikan dan buku bank milik putri dan putra min aung hlaing ditemukan di rumah tun min latt ketika dia ditangkap di ibukota thailand september lalu bersama dengan tiga warga negara thailand atas tuduhan konspirasi untuk perdagangan narkoba dan pencucian uang,"['akta', 'kepemilikan', 'dan', 'buku', 'bank', 'milik', 'putri', 'dan', 'putra', 'min', 'aung', 'hlaing', 'ditemukan', 'di', 'rumah', 'tun', 'min', 'lat', 'ketika', 'dia', 'ditangkap', 'di', 'ibukota', 'thailand', 'september', 'lalu', 'bersama', 'dengan', 'tiga', 'warga', 'negara', 'thailand', 'atas', 'tuduhan', 'konspirasi', 'untuk', 'perdagangan', 'narkoba', 'dan', 'pencucian', 'uang']"
1347,@marimar_auww @BaseAnakFK Sejomplang itu dok ya daerah biasa dengan ibukota :'(,auww sejomplang itu dok ya daerah biasa dengan ibukota,"['auw', 'sejomplang', 'itu', 'dok', 'ya', 'daerah', 'biasa', 'dengan', 'ibukota']"
1348,"@inboundandhot Fasiskan masih lumayan gede pengaruhnya di Ibukota Italia, kemungkinan dari Roma itu fighters 😂",fasiskan masih lumayan gede pengaruhnya di ibukota italia kemungkinan dari roma itu fighters 😂,"['fasiskan', 'masih', 'lumayan', 'gede', 'pengaruhnya', 'di', 'ibukota', 'italia', 'kemungkinan', 'dari', 'roma', 'itu', 'fighters', '!face_with_tears_of_joy!']"
1349,"@icit_ Staf fungsional rasanya dirolling ke kantor2 cabang gitu deh, ga stay cuma kerja di ibukota aja",staf fungsional rasanya dirolling ke kantor cabang begitu deh enggak stay cuma kerja di ibukota saja,"['staf', 'fungsional', 'rasanya', 'dirolling', 'ke', 'kantor', 'cabang', 'begitu', 'deh', 'enggak', 'stay', 'cuma', 'kerja', 'di', 'ibukota', 'saja']"
1350,"@thecilacul @BaseAnakFK Untuk yg bagian kembali ke daerah asal plus minus ya, plusnya plg gak kerja di daerah asal kan udah kenal sm daerahnya, minusnya mgkn scr pendapatan yg ga sebesar daerah2 lain yg lebih maju misal di ibukota",untuk yang bagian kembali ke daerah asal plus minus ya plusnya pulang enggak kerja di daerah asal kan sudah kenal sama daerahnya minusnya mungkin secara pendapatan yang enggak sebesar daerah lain yang lebih maju misal di ibukota,"['untuk', 'yang', 'bagian', 'kembali', 'ke', 'daerah', 'asal', 'plus', 'minus', 'ya', 'plusnya', 'pulang', 'enggak', 'kerja', 'di', 'daerah', 'asal', 'kan', 'sudah', 'kenal', 'sama', 'daerahnya', 'minusnya', 'mungkin', 'secara', 'pendapatan', 'yang', 'enggak', 'sebesar', 'daerah', 'lain', 'yang', 'lebih', 'maju', 'misal', 'di', 'ibukota']"
1351,@biimosaurus Makasiiih wanitaaa ibukota,makasiiih wanitaaa ibukota,"['makasiiih', 'wanita', 'ibukota']"
1352,"@musniumar sepertinya kasus FORMULA E sdh tak pny peluang!
coba2 yg ini!
padahal 2020, KPK kemana aja selama ini?
trus, ada partai yg getol cari2 kesalahan, partai seputaran ibukota PSI, mosok yg begini terlewatkan?
wong soal patung bambu, dana pulpen (klo ga salah) diubek2?",sepertinya kasus formula e sudah tak punya peluang coba yang ini padahal kpk kemana saja selama ini terus ada partai yang getol cari kesalahan partai seputaran ibukota psi mosok yang begini terlewatkan wong soal patung bambu dana pulpen kalo enggak salah diubek,"['sepertinya', 'kasus', 'formula', 'e', 'sudah', 'tak', 'punya', 'peluang', 'coba', 'yang', 'ini', 'padahal', 'kpk', 'kemana', 'saja', 'selama', 'ini', 'terus', 'ada', 'partai', 'yang', 'getol', 'cari', 'kesalahan', 'partai', 'seputaran', 'ibukota', 'psi', 'mosok', 'yang', 'begini', 'terlewatkan', 'wong', 'soal', 'patung', 'bambu', 'dana', 'pulpen', 'kalo', 'enggak', 'salah', 'diubek']"
1353,@yhellsbells @ghiblimaxxxed Ibukota penuh putih putih,ibukota penuh putih putih,"['ibukota', 'penuh', 'putih', 'putih']"
1354,IKN bertujuan mengurai kemacetan ibukota saat ini dan membuat pembangunan yang lebih merata https://t.co/G1ZrFAmyMe,ikn bertujuan mengurai kemacetan ibukota saat ini dan membuat pembangunan yang lebih merata,"['ikn', 'bertujuan', 'mengurai', 'kemacetan', 'ibukota', 'saat', 'ini', 'dan', 'membuat', 'pembangunan', 'yang', 'lebih', 'merata']"
1355,@Pugsemmulyano Bersiap mutasi ke ibukota baru,bersiap mutasi ke ibukota baru,"['bersiap', 'mutasi', 'ke', 'ibukota', 'baru']"
1356,@radenrauf Senja di ibukota https://t.co/CybTOEeEtA,senja di ibukota,"['senja', 'di', 'ibukota']"
1357,"@Outstandjing Sebelum pindah ke Denpasar, ibukota Bali adalah Singaraja. Jd walaupun skrg jd kabupaten, masih ada 'rasa' ibukota nya lah.",sebelum pindah ke denpasar ibukota bali adalah singaraja jadi walaupun sekarang jadi kabupaten masih ada rasa ibukota nya lah,"['sebelum', 'pindah', 'ke', 'denpasar', 'ibukota', 'bali', 'adalah', 'singaraja', 'jadi', 'walaupun', 'sekarang', 'jadi', 'kabupaten', 'masih', 'ada', 'rasa', 'ibukota', 'nya', 'lah']"
1358,"ㅤ
untuk bersenang-senang di salah satu tempat termahal di ibukota ini.

     Fakta tersebut bertentangan apabila yang menjadi subjek adalah masyarakat golongan ekonomi kelas atas. 
ㅤ",ㅤ untuk bersenangsenang di salah satu tempat termahal di ibukota ini fakta tersebut bertentangan apabila yang menjadi subjek adalah masyarakat golongan ekonomi kelas atas ㅤ,"['ㅤ', 'untuk', 'bersenangsenang', 'di', 'salah', 'satu', 'tempat', 'termahal', 'di', 'ibukota', 'ini', 'fakta', 'tersebut', 'bertentangan', 'apabila', 'yang', 'menjadi', 'subjek', 'adalah', 'masyarakat', 'golongan', 'ekonomi', 'kelas', 'atas', 'ㅤ']"
1359,"@worksfess Nder, aku 26 tahun, kerja juga di ibukota, punya suami, tabungan juga ga banyakkk pdhl gaji diatas UMR karena tanggungan banyak wkwkwk tapi selama cukup, aku dan suami enjoy ajasihhh kayak gausah dipusingin banget yang penting cukup. Mangats ya nder",nder aku tahun kerja juga di ibukota punya suami tabungan juga enggak banyakkk padahal gaji diatas umr karena tanggungan banyak wkwkwk tapi selama cukup aku dan suami enjoy ajasihhh kayak enggak usah dipusingin banget yang penting cukup mangats ya nder,"['nder', 'aku', 'tahun', 'kerja', 'juga', 'di', 'ibukota', 'punya', 'suami', 'tabungan', 'juga', 'enggak', 'banyak', 'padahal', 'gaji', 'diatas', 'umr', 'karena', 'tanggungan', 'banyak', 'wkwkwk', 'tapi', 'selama', 'cukup', 'aku', 'dan', 'suami', 'enjoy', 'ajasih', 'kayak', 'enggak', 'usah', 'dipusingin', 'banget', 'yang', 'penting', 'cukup', 'mangats', 'ya', 'nder']"
1360,"Anies gak bisa jadi Pemimpin, Ibukota saja Hancur
https://t.co/nFvqPGLs60 #KagagalanAniesituNyata Kepulauan Riau",anies enggak bisa jadi pemimpin ibukota saja hancur kepulauan riau,"['anies', 'enggak', 'bisa', 'jadi', 'pemimpin', 'ibukota', 'saja', 'hancur', 'kepulauan', 'riau']"
1361,"@SimanjuntakElly Sama tempatku. Baru di rezim ini perjalanan ke ibukota propinsi bisa santai2, sblmnya,  minta ampun.",sama tempatku baru di rezim ini perjalanan ke ibukota propinsi bisa santai sebelumnya meminta ampun,"['sama', 'tempatku', 'baru', 'di', 'rezim', 'ini', 'perjalanan', 'ke', 'ibukota', 'propinsi', 'bisa', 'santai', 'sebelumnya', 'meminta', 'ampun']"
1362,@xximajinasi @fajar17 artis kabupaten &gt; artis ibukota,artis kabupaten begitu artis ibukota,"['artis', 'kabupaten', 'begitu', 'artis', 'ibukota']"
1363,@Sigmahalim @Jaga_indonesia1 @tatakujiyati Pasti gegara gak pernah injak Ibukota. Kasihan banget saking kere. Pemalas sih mana bisa dpt duit klo gitu drun. Gak kasihan anak bini drun klo malas,indonesia pasti gegara enggak pernah injak ibukota kasihan banget saking kere pemalas sih mana bisa dapat duit kalo begitu drun enggak kasihan anak bini drun kalo malas,"['indonesia', 'pasti', 'gegara', 'enggak', 'pernah', 'injak', 'ibukota', 'kasihan', 'banget', 'saking', 'kere', 'pemalas', 'sih', 'mana', 'bisa', 'dapat', 'duit', 'kalo', 'begitu', 'drun', 'enggak', 'kasihan', 'anak', 'bini', 'drun', 'kalo', 'malas']"
1364,"Pemerintah mempercepat pembangunan ibukota Nusantara dikuartal pertama 2023
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/8FLWPwCiNd",pemerintah mempercepat pembangunan ibukota nusantara dikuartal pertama,"['pemerintah', 'mempercepat', 'pembangunan', 'ibukota', 'nusantara', 'dikuartal', 'pertama']"
1365,"@Outstandjing Bangkinang, ibukota kabupaten. Tapi jadi ""kota lewat"" aja, jarang yang singgah. Refreshingnya kalo gak ke Pekanbaru, ya sekalian arah Sumatra Barat.",bangkinang ibukota kabupaten tapi jadi kota lewat saja jarang yang singgah refreshingnya kalo enggak ke pekanbaru ya sekalian arah sumatra barat,"['bangkinang', 'ibukota', 'kabupaten', 'tapi', 'jadi', 'kota', 'lewat', 'saja', 'jarang', 'yang', 'singgah', 'refreshingnya', 'kalo', 'enggak', 'ke', 'pekanbaru', 'ya', 'sekalian', 'arah', 'sumatra', 'barat']"
1366,"Ibunya terlalu enak menikmati hidup, gatau kalo jalanan ibukota begimana palagi transpot umum",ibunya terlalu enak menikmati hidup enggak tau kalo jalanan ibukota begimana palagi transpot umum,"['ibunya', 'terlalu', 'enak', 'menikmati', 'hidup', 'enggak', 'tau', 'kalo', 'jalanan', 'ibukota', 'begimana', 'palagi', 'transpot', 'umum']"
1367,@theo12_ini @aniesbaswedan Gagasan merusak ibukota anues keren,ini gagasan merusak ibukota anues keren,"['ini', 'gagasan', 'merusak', 'ibukota', 'anues', 'keren']"
1368,Baru beraniin lagi bawa mobil 2x ke ibukota daam seminggu. Sumpah nyerah! https://t.co/U4ZmK71GJW,baru beraniin lagi bawa mobil kali ke ibukota daam seminggu sumpah nyerah,"['baru', 'beraniin', 'lagi', 'bawa', 'mobil', 'kali', 'ke', 'ibukota', 'daam', 'seminggu', 'sumpah', 'nyerah']"
1369,@TxtFromMando @RadioElshinta @hk_jorrs @PTJASAMARGA @NTMCLantasPolri @TMCPoldaMetro Banyak cicilan mobil baru menghiasi ibukota,jorrs banyak cicilan mobil baru menghiasi ibukota,"['jorrs', 'banyak', 'cicilan', 'mobil', 'baru', 'menghiasi', 'ibukota']"
1370,"Pemindahan ibukota negara memberikan dampak positif bagi pelaku UMKM
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/6DkccsuwOq",pemindahan ibukota negara memberikan dampak positif bagi pelaku umkm,"['pemindahan', 'ibukota', 'negara', 'memberikan', 'dampak', 'positif', 'bagi', 'pelaku', 'umkm']"
1371,Mereka ada karena mereka mengerti ... Perdjoeangan keras melintas padatnya lalulintas menuju ibukota.,mereka ada karena mereka mengerti perdjoeangan keras melintas padatnya lalulintas menuju ibukota,"['mereka', 'ada', 'karena', 'mereka', 'mengerti', 'perdjoeangan', 'keras', 'melintas', 'padatnya', 'lalulintas', 'menuju', 'ibukota']"
1372,"Baru 2 periode aja udah bisa mindahin ibukota negara ke tengah hutan. Coba kalo dikasih 6 periode, itu markas PBB bisa dipindahin juga ke Jonggol",baru periode saja sudah bisa mindahin ibukota negara ke tengah hutan coba kalo dikasih periode itu markas pbb bisa dipindahin juga ke jonggol,"['baru', 'periode', 'saja', 'sudah', 'bisa', 'mindahin', 'ibukota', 'negara', 'ke', 'tengah', 'hutan', 'coba', 'kalo', 'dikasih', 'periode', 'itu', 'markas', 'pb', 'bisa', 'dipindahin', 'juga', 'ke', 'jonggol']"
1373,"IKN Ibukota masa depan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/yjqD4t6pYB",ikn ibukota masa depan,"['ikn', 'ibukota', 'masa', 'depan']"
1374,"Sia-sia ku berjuang
Merantau ke ibukota
Semua ku lakukan untukmu sayang
Tapi kau malah putuskan hubungan
Sungguh sakit hati ini sakit
Mendengar kabar kau telah dijodohkan
Orang tuamu tak merestui kita
Ku hanya bisa mendoakan engkau bahagia",siasia ku berjuang merantau ke ibukota semua ku lakukan untukmu sayang tapi kau malah putuskan hubungan sungguh sakit hati ini sakit mendengar kabar kau telah dijodohkan orang tuamu tak merestui kita ku hanya bisa mendoakan engkau bahagia,"['siasia', 'ku', 'berjuang', 'merantau', 'ke', 'ibukota', 'semua', 'ku', 'lakukan', 'untukmu', 'sayang', 'tapi', 'kau', 'malah', 'putuskan', 'hubungan', 'sungguh', 'sakit', 'hati', 'ini', 'sakit', 'mendengar', 'kabar', 'kau', 'telah', 'dijodohkan', 'orang', 'tuamu', 'tak', 'merestui', 'kita', 'ku', 'hanya', 'bisa', 'mendoakan', 'engkau', 'bahagia']"
1375,"@sbyfess Ntar ibukota uda pindah, juga siapa yang mo ngurusin banjir dikota luu",entar ibukota sudah pindah juga siapa yang mau mengurusi banjir dikota lu,"['entar', 'ibukota', 'sudah', 'pindah', 'juga', 'siapa', 'yang', 'mau', 'mengurusi', 'banjir', 'dikota', 'lu']"
1376,akhirnya ada secercah harapan sikit ndor @BisKota_ ha mosok kota metropolitan terbesar kedua kalah sama ibukota propinsi tengah jawa sama surakarta,akhirnya ada secercah harapan sikit ndor ha mosok kota metropolitan terbesar kedua kalah sama ibukota propinsi tengah jawa sama surakarta,"['akhirnya', 'ada', 'secercah', 'harapan', 'sikit', 'ndor', 'ha', 'mosok', 'kota', 'metropolitan', 'terbesar', 'kedua', 'kalah', 'sama', 'ibukota', 'propinsi', 'tengah', 'jawa', 'sama', 'surakarta']"
1377,@kaypdf awas ntar dibalikin beberapa tahun lagi sink jadi kampung bukan ibukota lagi,awas entar dibalikin beberapa tahun lagi sink jadi kampung bukan ibukota lagi,"['awas', 'entar', 'dibalikin', 'beberapa', 'tahun', 'lagi', 'sink', 'jadi', 'kampung', 'bukan', 'ibukota', 'lagi']"
1378,@kaypdf tapi sekarang udah mulai banyak orang kalimantan yang sekolah ke russia belajar tentang perkereta apian mungkin bentar lagi juga kalimantan bikin kereta cepat sekitar 10-20 tahun lagi karena ibukota juga bakalan pindah dan disana tol tol udah banyak yang jadi,tapi sekarang sudah mulai banyak orang kalimantan yang sekolah ke russia belajar tentang perkereta apian mungkin bentar lagi juga kalimantan bikin kereta cepat sekitar tahun lagi karena ibukota juga bakalan pindah dan disana tol tol sudah banyak yang jadi,"['tapi', 'sekarang', 'sudah', 'mulai', 'banyak', 'orang', 'kalimantan', 'yang', 'sekolah', 'ke', 'russia', 'belajar', 'tentang', 'perkereta', 'apian', 'mungkin', 'bentar', 'lagi', 'juga', 'kalimantan', 'bikin', 'kereta', 'cepat', 'sekitar', 'tahun', 'lagi', 'karena', 'ibukota', 'juga', 'bakalan', 'pindah', 'dan', 'disana', 'tol', 'tol', 'sudah', 'banyak', 'yang', 'jadi']"
1379,"Bukan saja nilai 2,85 T yang dikorupsi suatu kejahatan tingkat tinggi, tapi menimbun beras yang dibutuhkan warga ibukota saat Pandemi patut diduga sebagai tindakan biadab supaya terjadi kekacauan berpotensi terjadi huru-hara.",bukan saja nilai t yang dikorupsi suatu kejahatan tingkat tinggi tapi menimbun beras yang dibutuhkan warga ibukota saat pandemi patut diduga sebagai tindakan biadab supaya terjadi kekacauan berpotensi terjadi huruhara,"['bukan', 'saja', 'nilai', 't', 'yang', 'dikorupsi', 'suatu', 'kejahatan', 'tingkat', 'tinggi', 'tapi', 'menimbun', 'beras', 'yang', 'dibutuhkan', 'warga', 'ibukota', 'saat', 'pandemi', 'patut', 'diduga', 'sebagai', 'tindakan', 'biadab', 'supaya', 'terjadi', 'kekacauan', 'berpotensi', 'terjadi', 'huruhara']"
1380,IKN Ibukota masa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/n5GWF25cPf,ikn ibukota masa depan,"['ikn', 'ibukota', 'masa', 'depan']"
1381,IKN Ibukota masa depan #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/qBZmCN02ae,ikn ibukota masa depan,"['ikn', 'ibukota', 'masa', 'depan']"
1382,"Pemindahan ibukota Negara merupakan langkah yang tepat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#ibukotapindah
#indonesiamaju 
#iknnusantara
#indonesiabisa
#otonomikhusus https://t.co/WGs4KIm2Pq",pemindahan ibukota negara merupakan langkah yang tepat,"['pemindahan', 'ibukota', 'negara', 'merupakan', 'langkah', 'yang', 'tepat']"
1383,"Pemindahan ibukota Negara merupakan langkah yang tepat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#ibukotapindah
#indonesiamaju 
#iknnusantara
#indonesiabisa
#otonomikhusus https://t.co/LEY4OErdSo",pemindahan ibukota negara merupakan langkah yang tepat,"['pemindahan', 'ibukota', 'negara', 'merupakan', 'langkah', 'yang', 'tepat']"
1384,"Pemindahan ibukota Negara merupakan langkah yang tepat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#ibukotapindah
#indonesiamaju 
#iknnusantara
#indonesiabisa
#otonomikhusus https://t.co/9uYI4a5eZD",pemindahan ibukota negara merupakan langkah yang tepat,"['pemindahan', 'ibukota', 'negara', 'merupakan', 'langkah', 'yang', 'tepat']"
1385,"@BaseAnakFK Tergantung yang km cari apa nder, kalau tujuannya ingin bekerja di ibukota /kota besar. Jumlah dokter spesialis di tempat tempat tersebut sudah sangat banyak. Dan ya akan sedikit sulit untuk masuk bila seperti itu. Namun kalau ingin di daerah, di kota yang lebih kecil.Peluang ada",tergantung yang kamu cari apa nder kalau tujuannya ingin bekerja di ibukota kota besar jumlah dokter spesialis di tempat tempat tersebut sudah sangat banyak dan ya akan sedikit sulit untuk masuk bila seperti itu namun kalau ingin di daerah di kota yang lebih kecilpeluang ada,"['tergantung', 'yang', 'kamu', 'cari', 'apa', 'nder', 'kalau', 'tujuannya', 'ingin', 'bekerja', 'di', 'ibukota', 'kota', 'besar', 'jumlah', 'dokter', 'spesialis', 'di', 'tempat', 'tempat', 'tersebut', 'sudah', 'sangat', 'banyak', 'dan', 'ya', 'akan', 'sedikit', 'sulit', 'untuk', 'masuk', 'bila', 'seperti', 'itu', 'namun', 'kalau', 'ingin', 'di', 'daerah', 'di', 'kota', 'yang', 'lebih', 'kecilpeluang', 'ada']"
1386,@Fahrihamzah Mohon maaf RI.....gelora ga menjual....paling jadi seputaran ibukota pula....sampa dengan partai sis and bro,mohon maaf rigelora enggak menjualpaling jadi seputaran ibukota pulasampa dengan partai sis and bro,"['mohon', 'maaf', 'rigelora', 'enggak', 'menjualpaling', 'jadi', 'seputaran', 'ibukota', 'pulasampa', 'dengan', 'partai', 'sis', 'and', 'bro']"
1387,"IKN Ibukota masa depan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/yBHJlvJvEl",ikn ibukota masa depan,"['ikn', 'ibukota', 'masa', 'depan']"
