,tweet,text_clean,text_preprocessed
418,"Korupsinya vulgar, Presidennya lucu dan komitmen politiknya gak ada. 

Militarisasi yg dilakukan AMLO justru makin jauh merambah ruang sipil, dari konglomerasi industri smp pengamanan metro Ibukota. Aneh Aneh aja. 

Titik terang Meksiko hanya karena mereka cuma bisa satu periode.",korupsinya vulgar presidennya lucu dan komitmen politiknya enggak ada militarisasi yang dilakukan amlo justru makin jauh merambah ruang sipil dari konglomerasi industri sampai pengamanan metro ibukota aneh aneh saja titik terang meksiko hanya karena mereka cuma bisa satu periode,"['korupsinya', 'vulgar', 'presidennya', 'lucu', 'dan', 'komitmen', 'politiknya', 'enggak', 'ada', 'militarisasi', 'yang', 'dilakukan', 'amlo', 'justru', 'makin', 'jauh', 'merambah', 'ruang', 'sipil', 'dari', 'konglomerasi', 'industri', 'sampai', 'pengamanan', 'metro', 'ibukota', 'aneh', 'aneh', 'saja', 'titik', 'terang', 'meksiko', 'hanya', 'karena', 'mereka', 'cuma', 'bisa', 'satu', 'periode']"
419,Menetap di ibukota berawal dari kru sutingan lalu mulai membuka bisnis agomo dan terapist rohani @ethaskate https://t.co/5PDyieDkOx,menetap di ibukota berawal dari kru sutingan lalu mulai membuka bisnis agomo dan terapist rohani,"['menetap', 'di', 'ibukota', 'berawal', 'dari', 'kru', 'sutingan', 'lalu', 'mulai', 'membuka', 'bisnis', 'agomo', 'dan', 'terapist', 'rohani']"
420,"Kontraktor Rumah Wates Kulon Progo Terbaik. Kecamatan Wates juga menjadi ibukota dari kabupaten Kulon Progo, sementara ibu kota kecamatan... https://t.co/o8hAcU7YaL",kontraktor rumah wates kulon progo terbaik kecamatan wates juga menjadi ibukota dari kabupaten kulon progo sementara ibu kota kecamatan,"['kontraktor', 'rumah', 'wates', 'kulon', 'progo', 'terbaik', 'kecamatan', 'wates', 'juga', 'menjadi', 'ibukota', 'dari', 'kabupaten', 'kulon', 'progo', 'sementara', 'ibu', 'kota', 'kecamatan']"
421,@CarolinSiagian Ngurus Hambalang aja mangkrak....gimana mau pindah ibukota.....??,mengurus hambalang saja mangkrakgimana mau pindah ibukota,"['mengurus', 'hambalang', 'saja', 'mangkrakgimana', 'mau', 'pindah', 'ibukota']"
422,"@CarolinSiagian Ingin ketawa aku po
Mbangun wisma atlit aja yg di Jawa cuman kecil aja Mangkrak , 
apalagi ibukota 
Aduuuh PO PO
Diluar kapasitas anda 
Diluar kemampuan anda .
Jangan tunjukno Ketidak mampuanmu 
di publik
Pada ketawa tuh",ingin ketawa aku po mbangun wisma atlit saja yang di jawa cuman kecil saja mangkrak apalagi ibukota aduh po po diluar kapasitas anda diluar kemampuan anda jangan tunjukno ketidak mampuanmu di publik pada ketawa tuh,"['ingin', 'ketawa', 'aku', 'po', 'mbangun', 'wisma', 'atlit', 'saja', 'yang', 'di', 'jawa', 'cuman', 'kecil', 'saja', 'mangkrak', 'apalagi', 'ibukota', 'aduh', 'po', 'po', 'diluar', 'kapasitas', 'anda', 'diluar', 'kemampuan', 'anda', 'jangan', 'tunjukno', 'ketidak', 'mampuanmu', 'di', 'publik', 'pada', 'ketawa', 'tuh']"
423,"IKN adalah kota pintar, kota masa depan yang berbasis khusus hutan dan alam yang belum ada di dunia. Tolong dicarikan belum ada, ini yang nanti menjadi diperiansi ibukota kita dengan ibukota negara-negara lain https://t.co/ykNyQD9fyh",ikn adalah kota pintar kota masa depan yang berbasis khusus hutan dan alam yang belum ada di dunia tolong dicarikan belum ada ini yang nanti menjadi diperiansi ibukota kita dengan ibukota negaranegara lain,"['ikn', 'adalah', 'kota', 'pintar', 'kota', 'masa', 'depan', 'yang', 'berbasis', 'khusus', 'hutan', 'dan', 'alam', 'yang', 'belum', 'ada', 'di', 'dunia', 'tolong', 'dicarikan', 'belum', 'ada', 'ini', 'yang', 'nanti', 'menjadi', 'diperiansi', 'ibukota', 'kita', 'dengan', 'ibukota', 'negaranegara', 'lain']"
424,"@deacon09719930 @RafsAkbar lebih lagi penyelesaiannya malah dengan memindahkan ibukota, tambah tdk manuk akal",lebih lagi penyelesaiannya malah dengan memindahkan ibukota tambah tidak manuk akal,"['lebih', 'lagi', 'penyelesaiannya', 'malah', 'dengan', 'memindahkan', 'ibukota', 'tambah', 'tidak', 'manuk', 'akal']"
425,@OposisiCerdas Iyalah...ratusan trilyun cm buat..ibukota ditengah hutan dlm kondisi ekonomi Morat Marit..orang oon aja yg mau lanjutin..,iyalahratusan trilyun cuma buatibukota ditengah hutan dalam kondisi ekonomi morat maritorang oon saja yang mau lanjutkan,"['iyalahratusan', 'trilyun', 'cuma', 'buatibukota', 'ditengah', 'hutan', 'dalam', 'kondisi', 'ekonomi', 'morat', 'maritorang', 'oon', 'saja', 'yang', 'mau', 'lanjutkan']"
426,@CarolinSiagian Sby di denger...hambalang aja gatot.....mau pindah ibukota....heloooo...🙄🙄🙄,surabaya di dengerhambalang saja gatotmau pindah ibukotaheloooo🙄🙄🙄,"['surabaya', 'di', 'dengerhambalang', 'saja', 'gatotmau', 'pindah', 'ibukotahelo!face_with_rolling_eyes!!face_with_rolling_eyes!!face_with_rolling_eyes!']"
427,"“mohon maaf tugas gubernur bukan hanya di bandung”. bandung kan ibukota provinsi jabar, ibukotanya aja acak2an kayak gini gak keurus apalagi daerah2 yg lain. #sugantehpinter wkwkw",“mohon maaf tugas gubernur bukan hanya di bandung” bandung kan ibukota provinsi jabar ibukotanya saja acakan kayak begini enggak keurus apalagi daerah yang lain wkwkw,"['“', 'mohon', 'maaf', 'tugas', 'gubernur', 'bukan', 'hanya', 'di', 'bandung', '”', 'bandung', 'kan', 'ibukota', 'provinsi', 'jabar', 'ibukotanya', 'saja', 'acakan', 'kayak', 'begini', 'enggak', 'keurus', 'apalagi', 'daerah', 'yang', 'lain', 'wkwkw']"
428,"Pemindahan Ibukota Negara Bentuk Pemerataan Pembangunan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/B51DyEjY6Y",pemindahan ibukota negara bentuk pemerataan pembangunan,"['pemindahan', 'ibukota', 'negara', 'bentuk', 'pemerataan', 'pembangunan']"
429,"@segamidun Aku maunya kayak dirimu aja, jadi artes ibukota",aku maunya kayak dirimu saja jadi artes ibukota,"['aku', 'maunya', 'kayak', 'dirimu', 'saja', 'jadi', 'artes', 'ibukota']"
430,"Rencana Detail Tata Ruang Wilayah Perencanaan Provinsi Daerah Khusus Ibukota Jakarta
https://t.co/YByYy3hG8Q",rencana detail tata ruang wilayah perencanaan provinsi daerah khusus ibukota jakarta,"['rencana', 'detail', 'tata', 'ruang', 'wilayah', 'perencanaan', 'provinsi', 'daerah', 'khusus', 'ibukota', 'jakarta']"
431,@ArisDwiPradipta selametan ngundang idol ibukota ga,selametan ngundang idol ibukota enggak,"['selametan', 'ngundang', 'idol', 'ibukota', 'enggak']"
432,"anjay 2024 ibukota ganti, tempat tinggal jg ganti cuy. bye depok bye jogja",anjay ibukota ganti tempat tinggal juga ganti cuy bye depok bye jogja,"['anjay', 'ibukota', 'ganti', 'tempat', 'tinggal', 'juga', 'ganti', 'cuy', 'bye', 'depok', 'bye', 'jogja']"
433,"@RajaJuliAntoni Nice.

Mudah2an jgn di ibukota saja Pak.",nice mudahan jangan di ibukota saja pak,"['nice', 'mudahan', 'jangan', 'di', 'ibukota', 'saja', 'pak']"
434,"Olahan singkong seperti Cenil, Gethuk, Sawut, Tiwul dan sejenisnya kini mulai sulit ditemukan di ibukota.  Namun lewat jajanan pasar inilah, Mbak Mut menyandarkan perekonomian keluarga sejak 7 tahun lalu.",olahan singkong seperti cenil gethuk sawut tiwul dan sejenisnya kini mulai sulit ditemukan di ibukota namun lewat jajanan pasar inilah mbak mut menyandarkan perekonomian keluarga sejak tahun lalu,"['olahan', 'singkong', 'seperti', 'cenil', 'gethuk', 'sawut', 'tiwul', 'dan', 'sejenisnya', 'kini', 'mulai', 'sulit', 'ditemukan', 'di', 'ibukota', 'namun', 'lewat', 'jajanan', 'pasar', 'inilah', 'mbak', 'mut', 'menyandarkan', 'perekonomian', 'keluarga', 'sejak', 'tahun', 'lalu']"
435,"@CarolinSiagian Yaiyalah namanya juga mindahin ibukota negara, yg murah itu pindahan rumah",yaiyalah namanya juga mindahin ibukota negara yang murah itu pindahan rumah,"['yaiyalah', 'namanya', 'juga', 'mindahin', 'ibukota', 'negara', 'yang', 'murah', 'itu', 'pindahan', 'rumah']"
436,"@opiik_piss @Kucing15681255 Apa urgensi pindah ibukota, pipis?

Jadi lo nggak bisa bedain kritik dengan menjelekkan?

Sekolah dulu biar pinter, pipis.",piss apa urgensi pindah ibukota pipis jadi lo enggak bisa membedakan kritik dengan menjelekkan sekolah dulu biar pintar pipis,"['pis', 'apa', 'urgensi', 'pindah', 'ibukota', 'pipis', 'jadi', 'lo', 'enggak', 'bisa', 'membedakan', 'kritik', 'dengan', 'menjelekkan', 'sekolah', 'dulu', 'biar', 'pintar', 'pipis']"
437,"Ikn memang yang layak menggantikan jakarta sebagai ibukota. 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/1ieYZOWSkK",ikn memang yang layak menggantikan jakarta sebagai ibukota,"['ikn', 'memang', 'yang', 'layak', 'menggantikan', 'jakarta', 'sebagai', 'ibukota']"
438,"Pemindahan Ibukota Negara Bentuk Pemerataan Pembangunan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/oocUazBiLq",pemindahan ibukota negara bentuk pemerataan pembangunan,"['pemindahan', 'ibukota', 'negara', 'bentuk', 'pemerataan', 'pembangunan']"
439,"@lucky_hafner Sok tahu ini pengamat sebut pemindahan Ibukota ke IKN bukan kemauan rakyat, catat: tanpa kemauan rakyat tak akan terjadi perpindahan Ibukota",hafner sok tahu ini pengamat sebut pemindahan ibukota ke ikn bukan kemauan rakyat catat tanpa kemauan rakyat tak akan terjadi perpindahan ibukota,"['hafner', 'sok', 'tahu', 'ini', 'pengamat', 'sebut', 'pemindahan', 'ibukota', 'ke', 'ikn', 'bukan', 'kemauan', 'rakyat', 'catat', 'tanpa', 'kemauan', 'rakyat', 'tak', 'akan', 'terjadi', 'perpindahan', 'ibukota']"
440,@vehementz @illidescene Gila ganteng ibukota hitz kita,gila ganteng ibukota hitz kita,"['gila', 'ganteng', 'ibukota', 'hitz', 'kita']"
441,Partai Sekitar Ibukota 😀😀😀,partai sekitar ibukota 😀😀😀,"['partai', 'sekitar', 'ibukota', '!grinning_face!!grinning_face!!grinning_face!']"
442,"@Barrett_M82Ax @ndagels Kota Besar Kota Kecil ga jaminan sekarang Kak klo perhatian dan didikan keluarga Kurang, ini Aku dom malah di Ibukota Jabar, Kurang Besar gimana lg coba 😅",max kota besar kota kecil enggak jaminan sekarang kak kalo perhatian dan didikan keluarga kurang ini aku dom malah di ibukota jabar kurang besar bagaimana lagi coba 😅,"['max', 'kota', 'besar', 'kota', 'kecil', 'enggak', 'jaminan', 'sekarang', 'kak', 'kalo', 'perhatian', 'dan', 'didikan', 'keluarga', 'kurang', 'ini', 'aku', 'dom', 'malah', 'di', 'ibukota', 'jabar', 'kurang', 'besar', 'bagaimana', 'lagi', 'coba', '!grinning_face_with_sweat!']"
443,"perdana dulu pake TJ koridor 1: pegangan bus meleyot, perpindahan transmisi busnya gak enak. So far, akhirnya beberapa kali memilih moda ini buat bermobilitas di ibukota, walaupun penuh sesak.. Lebih baik daripada di balik setir dan kena macet.",perdana dulu pakai tj koridor pegangan bus meleyot perpindahan transmisi busnya enggak enak sok far akhirnya beberapa kali memilih moda ini buat bermobilitas di ibukota walaupun penuh sesak lebih baik daripada di balik setir dan kena macet,"['perdana', 'dulu', 'pakai', 'tj', 'koridor', 'pegangan', 'bus', 'meleyot', 'perpindahan', 'transmisi', 'busnya', 'enggak', 'enak', 'sok', 'far', 'akhirnya', 'beberapa', 'kali', 'memilih', 'moda', 'ini', 'buat', 'bermobilitas', 'di', 'ibukota', 'walaupun', 'penuh', 'sesak', 'lebih', 'baik', 'daripada', 'di', 'balik', 'setir', 'dan', 'kena', 'macet']"
444,"@BecengAparat Seberapa besar efek yg dibuat dan kesiapan pemerintah dalam membuat perangkat dan fisik ibukota baru. 

Kalo secara keamanan maka kalimantan itu jelas pilihan yg jelek karena wilayah tersebut emang selalu diperebutkan dan perlu sumber daya besar utk menyiapkan fisik dan non fisik",seberapa besar efek yang dibuat dan kesiapan pemerintah dalam membuat perangkat dan fisik ibukota baru kalo secara keamanan maka kalimantan itu jelas pilihan yang jelek karena wilayah tersebut memang selalu diperebutkan dan perlu sumber daya besar untuk menyiapkan fisik dan non fisik,"['seberapa', 'besar', 'efek', 'yang', 'dibuat', 'dan', 'kesiapan', 'pemerintah', 'dalam', 'membuat', 'perangkat', 'dan', 'fisik', 'ibukota', 'baru', 'kalo', 'secara', 'keamanan', 'maka', 'kalimantan', 'itu', 'jelas', 'pilihan', 'yang', 'jelek', 'karena', 'wilayah', 'tersebut', 'memang', 'selalu', 'diperebutkan', 'dan', 'perlu', 'sumber', 'daya', 'besar', 'untuk', 'menyiapkan', 'fisik', 'dan', 'non', 'fisik']"
445,"@BecengAparat Iya jelaslah. Keamanan itu nomor Wahid terutama dengan mendekatnya spekulasi perang Asia Pasifik.

Wilayah Kalimantan itu sangat seksi. Kita juga harus forecast anggaran dan kekuatan nasional dalam menciptakan keamanan di ibukota baru",iya jelaslah keamanan itu nomor wahid terutama dengan mendekatnya spekulasi perang asia pasifik wilayah kalimantan itu sangat seksi kita juga harus forecast anggaran dan kekuatan nasional dalam menciptakan keamanan di ibukota baru,"['iya', 'jelaslah', 'keamanan', 'itu', 'nomor', 'wahid', 'terutama', 'dengan', 'mendekatnya', 'spekulasi', 'perang', 'asia', 'pasifik', 'wilayah', 'kalimantan', 'itu', 'sangat', 'seksi', 'kita', 'juga', 'harus', 'forecast', 'anggaran', 'dan', 'kekuatan', 'nasional', 'dalam', 'menciptakan', 'keamanan', 'di', 'ibukota', 'baru']"
446,"IKN Ibukota baru Indonesia penuh sensasi Alam dan teknologi

#DampakBaikIKN https://t.co/PgQ4A4ajAE",ikn ibukota baru indonesia penuh sensasi alam dan teknologi,"['ikn', 'ibukota', 'baru', 'indonesia', 'penuh', 'sensasi', 'alam', 'dan', 'teknologi']"
447,"@1ndonesiaku_ Sepanjang jalan menuju ke Papua itu tidak ada cafe.
Klo di ibukota Jakarta cafe nya banyak tempat istirahat.",sepanjang jalan menuju ke papua itu tidak ada cafe kalo di ibukota jakarta cafe nya banyak tempat istirahat,"['sepanjang', 'jalan', 'menuju', 'ke', 'papua', 'itu', 'tidak', 'ada', 'cafe', 'kalo', 'di', 'ibukota', 'jakarta', 'cafe', 'nya', 'banyak', 'tempat', 'istirahat']"
448,"@Sinfourth_ pemindahan ibukota ke kalimantan bagus si, menambah utang = menambah investasi = menambah kemakmuran sesaat atau sesat

untuk buying time bagus, krn ledakan populasi harus ditunjang dengan investasi /hutang,
menurut saya siklus hutang begitu bagus dan satu2nya pilihan bagi govt",pemindahan ibukota ke kalimantan bagus sih menambah utang menambah investasi menambah kemakmuran sesaat atau sesat untuk buying time bagus karena ledakan populasi harus ditunjang dengan investasi hutang menurut saya siklus hutang begitu bagus dan satunya pilihan bagi govt,"['pemindahan', 'ibukota', 'ke', 'kalimantan', 'bagus', 'sih', 'menambah', 'utang', 'menambah', 'investasi', 'menambah', 'kemakmuran', 'sesaat', 'atau', 'sesat', 'untuk', 'buying', 'time', 'bagus', 'karena', 'ledakan', 'populasi', 'harus', 'ditunjang', 'dengan', 'investasi', 'hutang', 'menurut', 'saya', 'siklus', 'hutang', 'begitu', 'bagus', 'dan', 'satunya', 'pilihan', 'bagi', 'govt']"
449,"Nama cafenya Tenpa Cafe. Lokasinya di daerah Majnu Ka Tilla, Delhi. Biasanya biar lebih cepet nyampe I prefer naik metro (sejenis KRL) karna jalanan ibukota yg masya Allah kalo harus nyetir😃 https://t.co/wULKgr4JUi",nama cafenya tenpa cafe lokasinya di daerah majnu kak tilla delhi biasanya biar lebih cepat sampai i prefer naik metro sejenis krl karena jalanan ibukota yang masya allah kalo harus nyetir😃,"['nama', 'cafenya', 'tenpa', 'cafe', 'lokasinya', 'di', 'daerah', 'majnu', 'kak', 'tilla', 'delhi', 'biasanya', 'biar', 'lebih', 'cepat', 'sampai', 'i', 'prefer', 'naik', 'metro', 'sejenis', 'krl', 'karena', 'jalanan', 'ibukota', 'yang', 'masya', 'allah', 'kalo', 'harus', 'nyetir!grinning_face_with_big_eyes!']"
450,"Pemindahan ibukota ke Kalimantan itu ga bagus secara keamanan. 

Jika kita melihat sejarah World War Dua dan Agresi Militer. Imperial Jepang menaklukan daerah Kalimantan terlebih dahulu baru akhirnya sampai Batavia.",pemindahan ibukota ke kalimantan itu enggak bagus secara keamanan jika kita melihat sejarah world war dua dan agresi militer imperial jepang menaklukan daerah kalimantan terlebih dahulu baru akhirnya sampai batavia,"['pemindahan', 'ibukota', 'ke', 'kalimantan', 'itu', 'enggak', 'bagus', 'secara', 'keamanan', 'jika', 'kita', 'melihat', 'sejarah', 'world', 'war', 'dua', 'dan', 'agresi', 'militer', 'imperial', 'jepang', 'menaklukan', 'daerah', 'kalimantan', 'terlebih', 'dahulu', 'baru', 'akhirnya', 'sampai', 'batavia']"
451,"IKN Ibukota masa depan 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/mWXG2PcB4w",ikn ibukota masa depan,"['ikn', 'ibukota', 'masa', 'depan']"
452,beraktivitas di ibukota emang harus galak,beraktivitas di ibukota memang harus galak,"['beraktivitas', 'di', 'ibukota', 'memang', 'harus', 'galak']"
453,Pemprov DKI Kebut Proyek Sodetan Kali Ciliwung Untuk Atasi Banjir Ibukota https://t.co/VRcGGvR3Rs,pemprov dki kebut proyek sodetan kali ciliwung untuk atasi banjir ibukota,"['pemprov', 'dki', 'kebut', 'proyek', 'sodetan', 'kali', 'ciliwung', 'untuk', 'atasi', 'banjir', 'ibukota']"
454,"Soal Jalan Berbayar di Ibukota, Polda Metro Jaya Ikut Pemprov DKI https://t.co/2iWplb5iJx",soal jalan berbayar di ibukota polda metro jaya ikut pemprov dki,"['soal', 'jalan', 'berbayar', 'di', 'ibukota', 'polda', 'metro', 'jaya', 'ikut', 'pemprov', 'dki']"
455,"Pemerintah menyampaikan, progres pembangunan ibukota negara Nusantara (IKN Nusantara) mencapai 15%.
#IKN https://t.co/sXkJQRKyed",pemerintah menyampaikan progres pembangunan ibukota negara nusantara ikn nusantara mencapai,"['pemerintah', 'menyampaikan', 'progres', 'pembangunan', 'ibukota', 'negara', 'nusantara', 'ikn', 'nusantara', 'mencapai']"
456,/wp/ penulisan kata 'ibukota' itu kapan harus kapital kapan enggak? Klw disertai nama kotanya kan jadi Ibukota Jakarta (kapital). Klw misal Ibukota Indonesia itu gimana? Bener gitu atau ibukota Indonesia? Tia,wp penulisan kata ibukota itu kapan harus kapital kapan enggak kalau disertai nama kotanya kan jadi ibukota jakarta kapital kalau misal ibukota indonesia itu bagaimana benar begitu atau ibukota indonesia tia,"['wp', 'penulisan', 'kata', 'ibukota', 'itu', 'kapan', 'harus', 'kapital', 'kapan', 'enggak', 'kalau', 'disertai', 'nama', 'kotanya', 'kan', 'jadi', 'ibukota', 'jakarta', 'kapital', 'kalau', 'misal', 'ibukota', 'indonesia', 'itu', 'bagaimana', 'benar', 'begitu', 'atau', 'ibukota', 'indonesia', 'tia']"
457,"Yuk kita dukung Indonesia punya Ibukota baru, IKN Nusantara 
#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/0ZlLe8FwjW",yuk kita dukung indonesia punya ibukota baru ikn nusantara,"['yuk', 'kita', 'dukung', 'indonesia', 'punya', 'ibukota', 'baru', 'ikn', 'nusantara']"
458,"Pemindahan ibukota Negara merupakan langkah yang tepat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#ibukotapindah
#indonesiamaju 
#iknnusantara
#indonesiabisa
#otonomikhusus https://t.co/wzjH7cL9oY",pemindahan ibukota negara merupakan langkah yang tepat,"['pemindahan', 'ibukota', 'negara', 'merupakan', 'langkah', 'yang', 'tepat']"
459,"Pemindahan ibukota Negara merupakan langkah yang tepat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#ibukotapindah
#indonesiamaju 
#iknnusantara
#indonesiabisa
#otonomikhusus https://t.co/0ZfApEQfpo",pemindahan ibukota negara merupakan langkah yang tepat,"['pemindahan', 'ibukota', 'negara', 'merupakan', 'langkah', 'yang', 'tepat']"
460,"Pemindahan ibukota Negara merupakan langkah yang tepat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#ibukotapindah
#indonesiamaju 
#iknnusantara
#indonesiabisa
#otonomikhusus https://t.co/k9G1hx2m0h",pemindahan ibukota negara merupakan langkah yang tepat,"['pemindahan', 'ibukota', 'negara', 'merupakan', 'langkah', 'yang', 'tepat']"
461,"@sandiuno ya jgn di jogja lah, di ibukota ada",ya jangan di jogja lah di ibukota ada,"['ya', 'jangan', 'di', 'jogja', 'lah', 'di', 'ibukota', 'ada']"
462,"Ibukota Malta adalah Valletta, yang juga merupakan ibukota terkecil di Uni Eropa seluas 0,8 km2.",ibukota malta adalah valletta yang juga merupakan ibukota terkecil di uni eropa seluas kamu,"['ibukota', 'malta', 'adalah', 'valletta', 'yang', 'juga', 'merupakan', 'ibukota', 'terkecil', 'di', 'uni', 'eropa', 'seluas', 'kamu']"
